CONTROL,SMSA,AGE1,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,PER,ZINC2,ROOMS,ZADEQ,ZSMHC,METRO,WEIGHT,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,IPOV,LMED,L50,L80,FMR,GLMED,GL50,GL80,APLMED,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTSTATUS
'000000000141','7600',65,4,1990,'1',1,350000,-6,'1',1,1,63800,8,'1',1895,'7',188.89183214,1,'1',156,87.5,2569.5841542,3921.1296803,2992.3584077,2494.317673,40000,-9,10289,84300,29505,44800,1704,94736.34,33157.719,50346.24,66315.438,54947.0772,83430.912,109894.1544,0.3564263323,96.206859103,5,620.07969676,4,93.603286385,2,93.52942086,5,998.96361327,4,150.79719215,3,108.91783732,6,1163.3233192,4,175.60788778,3,142.72386741,7,1524.3968045,4,230.11324415,3,90.789821774,5,969.70266226,4,146.38014513,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000000143','7600',38,2,1990,'1',1,-6,-6,'2',16,3,86400,4,'3',943,'7',664.90850002,3,'2',33,10.416666667,943,943,943,943,77000,0,17285,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.1309722222,101.3338704,6,499.85536592,4,218.8449848,3,44.239740643,2,218.22389355,4,95.542046606,2,44.239740643,2,218.22389355,4,95.542046606,2,44.239740643,2,218.22389355,4,95.542046606,2,44.239740643,2,218.22389355,4,95.542046606,2,'3 Severely Indadequa','-5','1990-1999','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000000154','7600',31,3,1990,'1',1,-6,-6,'2',1,3,55950,6,'1',1016,'7',332.45425001,1,'2',114,7.4166666667,1016,1016,1016,1016,54000,0,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.2179088472,65.62071816,4,324.00972898,4,100.2688172,3,41.248081863,2,235.34862173,4,72.831541219,2,41.248081863,2,235.34862173,4,72.831541219,2,41.248081863,2,235.34862173,4,72.831541219,2,41.248081863,2,235.34862173,4,72.831541219,2,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000000155','7600',47,4,1990,'1',1,1150000,-6,'1',1,4,260000,7,'1',7016,'7',351.72807204,1,'1',608.66666667,372.5,8624.014602,13064.807045,10013.130006,8376.7104494,120000,-9,21756,84300,42150,64000,1704,94736.34,47368.17,71923.2,94736.34,54947.0772,83430.912,109894.1544,0.3238153846,274.44589901,7,1195.0726236,4,381.45539906,3,313.90257832,7,1585.5882703,4,506.10414331,3,364.4645181,7,1840.987315,4,587.62500037,3,475.54147411,7,2402.0604973,4,766.71402845,3,304.90103846,7,1540.1195899,4,491.59098881,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','2 30% to 50%','-5'
'000000000157','7600',35,5,1990,'1',1,280000,-6,'1',1,6,112000,7,'1',2532,'7',711.6575139,1,'1',230,93.333333333,2184.2006567,3265.4370776,2522.4200595,2123.9874717,112000,-9,28666,84300,48894,74240,1959.6,94736.34,54947.0772,83430.912,109894.1544,60631.2576,92061.696,121262.5152,0.2712857143,101.91624897,6,390.70676062,4,142.88630333,3,72.048667409,4,304.77927255,4,111.46155627,3,83.20526934,5,351.97377514,4,128.72117062,3,107.71464116,6,455.6529795,4,166.63794027,3,70.062458072,4,296.37723739,4,108.38882791,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5'
'000000000159','7600',65,3,1990,'1',1,400000,-6,'1',1,1,53020,7,'1',1879,'7',835.88497145,1,'1',187,83.333333333,2928.7152239,4473.3386823,3411.8857993,2842.6963882,53000,-9,10289,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.4252734817,79.951217392,5,515.30761007,4,95.017921147,2,118.90146192,6,1138.5810959,4,209.94374365,3,138.51746531,7,1326.4207598,4,244.57962719,3,181.6108663,7,1739.0761715,4,320.66943959,3,115.40922572,6,1105.140009,4,203.77751887,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000000168','7600',58,3,1990,'1',1,290000,-6,'1',1,2,42000,7,'1',1733,'7',704.75058827,1,'1',149.58333333,37.5,2114.410204,3234.2622113,2464.7088712,2052.0465481,40000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.4951428571,55.416960377,3,292.35695392,4,75.268817204,2,85.841894867,5,588.72621578,4,151.57062394,3,100.06349733,6,686.26169321,4,176.68163951,3,131.30621305,7,900.53242693,4,231.8467535,3,83.310023624,5,571.36197915,4,147.10011098,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5'
'000000000171','7600',54,3,1990,'1',1,280000,-6,'1',1,2,85000,7,'1',643,'7',549.3980974,1,'1',220.75,91.666666667,2173.2839901,3254.5204109,2511.5033928,2113.0708051,85000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.0907764706,112.15337219,6,591.67478769,4,152.3297491,3,88.232082611,5,605.11874984,4,155.79096703,3,101.96328499,6,699.29093494,4,180.03608551,3,132.12866568,7,906.17302267,4,233.29895419,3,85.787517273,5,588.35327999,4,151.47460968,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5'
'000000000175','7600',42,3,1990,'1',1,250000,-6,'1',1,4,56400,7,'1',1751,'7',704.75058827,1,'1',309,50,2020.4886816,2985.8783431,2322.4702912,1966.7269093,24000,-9,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.3725531915,59.533648862,3,259.23883067,4,101.07526882,3,82.028821399,5,371.48164765,4,144.83789832,3,94.28882352,5,427.00317912,4,166.48532554,3,121.22219914,7,548.97561005,4,214.04145829,3,79.846173776,5,361.59715192,4,140.98400783,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5'
'000000000183','7600',37,2,1990,'1',1,-6,-6,'2',18,1,110000,5,'1',1126,'7',752.85373095,3,'2',95.5,15,1126,1126,1126,1126,110000,0,11161,84300,29505,44800,987,94736.34,33157.719,50346.24,66315.438,42631.353,64730.88,85262.706,0.1228363636,165.873895,7,985.57476929,4,278.62208713,3,52.82497133,3,403.54806917,4,114.08308004,3,52.82497133,3,403.54806917,4,114.08308004,3,52.82497133,3,403.54806917,4,114.08308004,3,52.82497133,3,403.54806917,4,114.08308004,3,'1 Adequate','-5','1990-1999','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5'
'000000000190','7600',86,2,1990,'1',1,-6,-6,'2',20,2,33600,5,'1',926,'7',188.21343274,4,'2',49,12,926,926,926,926,0,0,12968,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.3307142857,44.333568301,2,259.09932141,4,85.106382979,2,43.442205552,2,285.62615669,4,93.819655522,2,43.442205552,2,285.62615669,4,93.819655522,2,43.442205552,2,285.62615669,4,93.819655522,2,43.442205552,2,285.62615669,4,93.819655522,2,'1 Adequate','-5','1990-1999','4 20-49 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000000192','7600',36,1,1990,'1',1,-6,-6,'2',12,3,29200,3,'1',897,'7',755.56732854,3,'2',120.33333333,1.8333333333,897,897,897,897,29200,0,17268,84300,37935,57600,820,94736.34,42631.353,64730.88,85262.706,35526.1275,53942.4,71052.255,0.368630137,34.24709509,2,169.09891128,3,89.024390244,2,50.498045417,3,207.78318277,4,109.3902439,3,50.498045417,3,207.78318277,4,109.3902439,3,50.498045417,3,207.78318277,4,109.3902439,3,50.498045417,3,207.78318277,4,109.3902439,3,'1 Adequate','-5','1990-1999','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000000193','7600',53,3,1990,'1',1,250000,-6,'1',2,2,112000,6,'1',1223,'7',775.65838761,2,'1',176,113.33333333,1950.8220149,2916.2116764,2252.8036246,1897.0602426,112000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.1310357143,147.778561,7,779.61854378,4,200.71684588,3,79.20045883,5,543.17750659,4,139.84387204,3,91.460460951,5,627.25981472,4,161.49129925,3,118.39383657,6,811.97596448,4,209.047432,3,77.017811207,5,528.20833708,4,135.98998155,3,'1 Adequate','-5','1990-1999','2 2-4 units','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','6 100 - 120% AMI','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000000207','7600',83,3,1990,'1',1,485000,-6,'1',1,2,125200,7,'1',2149,'7',775.65838761,1,'1',403.66666667,150,3776.954709,5649.8106522,4362.7990317,3672.6568707,0,-9,12968,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.2059744409,165.19531998,7,965.45342381,4,224.37275986,3,153.33871755,7,1165.0076215,4,270.7494415,3,177.12312166,7,1345.7122244,4,312.7454503,3,229.37387037,7,1742.6929834,4,405.00434783,3,149.10438116,7,1132.8367892,4,263.27289396,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5'
'000000000208','7600',34,4,1990,'1',1,299000,-6,'1',1,7,40450,8,'1',2510,'1',773.35540778,1,'1',359.83333333,37.5,2384.4737965,3539.0798317,2745.6438016,2320.1747168,40000,-9,34247,84300,52266,79360,1704,94736.34,58736.5308,89184.768,117473.0616,54947.0772,83430.912,109894.1544,0.7446229913,34.433426225,2,118.1125354,2,59.345657277,2,86.791651823,5,278.503086,4,139.93390825,3,99.937756167,5,320.68721951,4,161.12933108,3,128.81776473,7,413.35939868,4,207.69247838,3,84.451251461,5,270.99304661,4,136.16048808,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','2 30 - 50% AMI','.','3 Greater than 50%','-5'
'000000000210','7600',72,4,1990,'1',1,400000,-6,'1',1,1,77000,8,'1',950,'7',711.6575139,1,'1',301.91666667,50,3010.2985572,4554.9220156,3493.4691326,2924.2797215,0,-9,10289,84300,29505,44800,1704,94736.34,33157.719,50346.24,66315.438,54947.0772,83430.912,109894.1544,0.1480519481,116.1117265,6,748.37204782,4,112.96948357,3,109.57083472,6,1170.297816,4,176.66071345,3,127.15759639,7,1358.1374799,4,205.01579417,3,165.79305935,7,1770.7928917,4,267.30763002,3,106.43986434,6,1136.8567291,4,171.61265971,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5'
'000000000211','7600',45,3,1990,'1',1,350000,-6,'1',1,2,75000,7,'1',3235,'7',732.53079653,1,'1',320,30,2676.0841542,4027.6296803,3098.8584077,2600.817673,75000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.5176,98.958857815,5,522.06598914,4,134.40860215,3,108.64501798,6,745.1160112,4,191.83398955,3,125.80902095,7,862.83124258,4,222.14038765,3,163.51574682,7,1121.4338522,4,288.7189735,3,105.58931131,6,724.15917388,4,186.43854287,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','5 80 - 100% AMI','.','3 Greater than 50%','-5'
'000000000215','7600',39,4,1990,'1',1,605000,-6,'1',1,4,50000,9,'1',2196,'7',826.54562204,1,'1',238.66666667,151.25,4410.7192761,6746.9622569,5141.5147714,4280.6157871,50000,-9,21756,84300,42150,64000,1704,94736.34,47368.17,71923.2,94736.34,54947.0772,83430.912,109894.1544,0.52704,52.778057501,3,229.82165839,4,73.356807512,2,160.54427281,7,810.943055,4,258.84502794,3,187.14424983,7,945.30516114,4,301.73208753,3,245.58038756,7,1240.478444,4,395.94848926,3,155.80868011,7,787.02257532,4,251.20984666,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','3 50 - 60% AMI','.','3 Greater than 50%','-5'
'000000000220','7600',42,3,1990,'1',1,300000,-6,'1',1,2,93476,7,'1',2758,'7',704.75058827,1,'1',349.16666667,50,2392.9530846,3551.4206784,2755.3310161,2328.4389578,0,-9,14787,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.3540587958,123.33704258,7,632.14986136,4,167.51971326,3,97.150319613,5,647.31266236,4,171.53785553,3,111.86232216,6,745.33874786,4,197.51476818,3,144.1823729,7,960.68727351,4,254.58212748,3,94.531142465,5,629.86108279,4,166.91318694,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','2 30% to 50%','-5'
'000000000221','7600',28,3,1990,'1',1,-6,-6,'2',12,4,24886,6,'1',1053,'1',836.72085642,3,'2',127,25.833333333,1053,1053,1053,1053,23000,1,21832,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.5077553645,26.26869478,1,113.98864053,2,44.598566308,1,42.750226576,2,192.92781239,3,75.483870968,2,42.750226576,2,192.92781239,3,75.483870968,2,42.750226576,2,192.92781239,3,75.483870968,2,42.750226576,2,192.92781239,3,75.483870968,2,'1 Adequate','-5','1990-1999','3 5-19 units','3 3BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 LTE 30% AMI','1 Assisted','3 Greater than 50%','-5'
'000000000237','7600',45,3,1990,'1',1,460000,-6,'1',1,2,135545,8,'1',729,'7',677.95843751,1,'1',187.58333333,100,3344.7225075,5121.0394846,3900.3686692,3245.8008464,135000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.0645394518,178.8450451,7,943.51245997,4,242.91218638,3,135.79073602,7,931.28846094,4,239.7650543,3,158.34913992,7,1085.9999079,4,279.59632037,3,207.90655107,7,1425.8776234,4,367.09960463,3,131.77466439,7,903.74518904,4,232.6738958,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5'
'000000000238','7600',30,3,1990,'1',1,300000,-6,'1',1,4,37150,7,'1',686,'7',836.28301191,1,'1',371,56.666666667,2421.4530846,3579.9206784,2783.8310161,2356.9389578,37000,-9,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.2215881561,39.214096724,2,170.75749219,3,66.577060932,2,98.307377027,5,445.2018909,4,173.58086628,3,113.01937957,6,511.82772865,4,199.55777893,3,145.33943032,7,658.19464577,4,256.62513823,3,95.688199879,5,433.34049601,4,168.95619769,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','2 30 - 50% AMI','.','1 Less than 30%','-5'
'000000000239','7600',49,3,1990,'1',1,350000,-6,'1',1,3,158720,7,'1',2405,'7',755.56732854,1,'1',290,81.666666667,2697.7508209,4049.296347,3120.5250744,2622.4843397,155000,-9,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.1818296371,186.15407304,7,919.15682187,4,284.44444444,3,109.52465227,6,624.91332428,4,193.38715562,3,126.68865524,7,722.84574343,4,223.69355372,3,164.39538111,7,937.98849826,4,290.27213957,3,106.4689456,6,607.47842012,4,187.99170894,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000000241','7600',38,3,2001,'1',1,-6,-6,'2',6,4,19200,6,'1',564,'7',715.14603113,3,'2',134,0,564,564,564,564,19200,1,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.3525,20.266774081,1,88.251516823,1,34.408602151,1,22.897557254,1,103.69553227,2,40.430107527,1,22.897557254,1,103.69553227,2,40.430107527,1,22.897557254,1,103.69553227,2,40.430107527,1,22.897557254,1,103.69553227,2,40.430107527,1,'1 Adequate','-5','2000-2009','3 5-19 units','3 3BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 Assisted','2 30% to 50%','-5'
'000000000242','7600',45,3,1990,'1',1,675000,-6,'1',1,3,140600,9,'1',3799,'7',175.86403602,1,'1',382.66666667,104.16666667,4972.8527736,7579.4048597,5788.2031197,4827.6959884,108000,-9,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.3242389758,164.90210855,7,814.22283994,4,251.97132616,3,201.89039203,7,1151.9232739,4,356.47690134,3,234.99239775,7,1340.7929395,4,414.92495481,3,307.71251193,7,1755.7111095,4,543.32651324,3,195.99724344,7,1118.2988159,4,346.07139702,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','2 30% to 50%','-5'
'000000000244','7600',42,4,1990,'1',1,220000,-6,'1',1,8,167000,7,'1',1996,'7',732.53079653,1,'1',304,55,1821.1100398,2670.6529419,2086.8538563,1773.7996802,159800,-9,38501,84300,55638,84480,1704,94736.34,62525.9844,94938.624,125051.9688,54947.0772,83430.912,109894.1544,0.1434251497,133.54447883,7,433.7549674,4,245.01173709,3,66.285965791,4,189.20132358,3,106.87265492,3,75.958684706,5,216.81035363,4,122.46794931,3,97.208189334,5,277.46322869,4,156.72845903,3,64.56393208,4,184.28608921,3,104.09622536,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','3 150-200% Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','5 80 - 100% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000000245','7600',47,4,1990,'1',1,260000,-6,'1',1,2,68000,7,'1',1883,'7',549.3980974,1,'1',201,73.333333333,2002.2815622,3006.2868101,2316.3424362,1946.369319,68000,-9,14366,84300,33720,51200,1704,94736.34,37894.536,57538.56,75789.072,54947.0772,83430.912,109894.1544,0.3322941176,89.722697753,5,473.33983015,4,99.765258216,2,72.880366499,4,557.50565563,4,117.50478651,3,84.31176158,5,644.95125608,4,135.93558898,3,109.4248125,6,837.05605183,4,176.42528229,3,70.84523575,4,541.93771934,4,114.22355158,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
